Total ESG Risk score,Environment Risk Score,Social Risk Score,Governance Risk Score,Controversy Score,Symbol,Sector,Industry
2.149267410011383,2.1546597124371103,-0.021285649176390073,1.6020634078517522,1.2527556677657363,CVX,Energy,Oil & Gas Integrated
0.6585680856782419,1.1734982840617934,-0.13197102489361845,-0.5451211387764123,-0.00939566750824297,D,Utilities,Utilities - Regulated Electric
1.228541356746796,0.7887290964636299,1.4729669230061986,-0.4556551160002388,-0.00939566750824297,DAL,Industrials,Airlines
0.9800914693579393,1.712175146699222,-0.35334177632807623,-0.4109221046121518,1.2527556677657363,DD,Basic Materials,Specialty Chemicals
-0.27677266684451296,-0.5964399788897586,0.4214558536925254,-0.14252403628363142,-0.00939566750824297,DE,Industrials,Farm & Heavy Construction Machinery
0.08859481460968824,-1.0966399227673713,0.7258406369149045,1.6467964192398388,-0.00939566750824297,DFS,Financial Services,Credit Services
-0.627525449040546,-0.44253230385049325,-0.18731371275223316,-0.5898541501644989,-0.00939566750824297,DG,Consumer Defensive,Discount Stores
-0.1013962757464965,-1.0966399227673713,1.0578967640665906,0.5284711345376699,1.2527556677657363,DGX,Healthcare,Diagnostics & Research
-0.1306256742628325,0.5578675839047316,-0.7130692474090697,-0.5003881273883254,-0.00939566750824297,DHI,Consumer Cyclical,Residential Construction
-1.4605633067561248,-0.846539950828565,-1.1281394063486776,-0.6793201729406726,-0.00939566750824297,DHR,Healthcare,Diagnostics & Research
-0.9052047349457392,-1.1158783821472793,-0.07662833703500427,-0.053058013507457834,-0.00939566750824297,DIS,Communication Services,Entertainment
-0.26215796758634474,-0.48100922261030965,0.9748827322786693,-1.2608493209858003,-0.00939566750824297,DLTR,Consumer Defensive,Discount Stores
0.5854945893874016,0.42319836824537455,0.8918687004907475,-0.6345871615525855,-1.2715470027822222,DOV,Industrials,Specialty Industrial Machinery
1.0677796649069473,0.923398312122987,0.8088546687028257,-0.231990059059805,-0.00939566750824297,DPZ,Consumer Cyclical,Restaurants
0.8193297775180907,0.4039599088654664,1.5836522987234274,-0.9924512526572798,-0.00939566750824297,DRI,Consumer Cyclical,Restaurants
1.1554678604559558,1.769890524838947,0.2000851022580677,-0.9477182412691929,-0.00939566750824297,DTE,Utilities,Utilities - Regulated Electric
0.7462562812272504,1.0965444465421605,0.3937845097632178,-0.9029852298811063,-0.00939566750824297,DUK,Utilities,Utilities - Regulated Electric
0.10320951386785648,-1.0966399227673713,1.3346102033596625,0.707403180090017,-0.00939566750824297,DVA,Healthcare,Medical Care Facilities
1.7400558307826772,2.2893289280964675,-0.18731371275223316,0.3048060775972361,-0.00939566750824297,DVN,Energy,Oil & Gas E&P
0.307815303482209,-0.09624003501214619,0.36611316583391074,0.5732041459257565,-1.2715470027822222,DXCM,Healthcare,Medical Devices
-1.255957517141772,-1.0966399227673713,-0.24265640061084734,-0.9477182412691929,-0.00939566750824297,EA,Communication Services,Electronic Gaming & Multimedia
-0.627525449040546,-0.5964399788897586,-0.4363558081159978,0.17060704343297595,-0.00939566750824297,EBAY,Consumer Cyclical,Internet Retail
-0.29138736610268123,0.5193906651449154,-0.8790973109849131,-0.6793201729406726,-0.00939566750824297,ECL,Basic Materials,Specialty Chemicals
